stars,movies,appearances
Aleksandar Bercek,"[""Who's Singin' Over There?""]",1
Aleksander Holmen,['Utøya: July 22'],1
Aleksandr Antonov,['Battleship Potemkin'],1
Aleksandr Baluev,['The Peacemaker'],1
Aleksandr Demyanenko,"[""Operation 'Y' & Other Shurik's Adventures"", 'Kidnapping, Caucasian Style', 'Ivan Vasilyevich Changes His Profession']",3
Aleksandr Fatyushin,['Moscow Does Not Believe in Tears'],1
Aleksandr Kaydanovskiy,['Stalker'],1
Aleksandr Korshunov,['Fortress of War'],1
Aleksandr Samoylenko,['Salyut-7'],1
Aleksandr Shvorin,['The Cranes Are Flying'],1
Aleksandra Konieczna,['Corpus Christi'],1
Aleksei Smirnov,"[""Operation 'Y' & Other Shurik's Adventures""]",1
Aleksey Batalov,"['The Cranes Are Flying', 'Moscow Does Not Believe in Tears']",2
Aleksey Chadov,"['9th Company', 'The Blackout']",2
Aleksey Guskov,['The Concert'],1
Aleksey Kopashov,['Fortress of War'],1
Aleksey Kravchenko,['Come and See'],1
Aleksey Maklakov,['Major Grom: Plague Doctor'],1
Aleksey Petrenko,['The Barber of Siberia'],1
Aleksey Poluyan,['Cargo 200'],1
Aleksey Rozin,"['Elena', 'Loveless']",2
Aleksey Serebryakov,"['Cargo 200', 'Leviathan', 'Nobody']",3
Alessandro Borghi,"['Suburra', 'The Place']",2
Alessandro Gassmann,['Transporter 2'],1
Alessandro Nivola,"['Face/Off', 'Mansfield Park', 'Jurassic Park III', 'Laurel Canyon', 'The Clearing', 'Junebug', 'Goal! The Dream Begins', 'Goal II: Living the Dream', 'The Eye', 'Coco Before Chanel', ""Devil's Knot"", 'A Most Violent Year', 'Disobedience', 'The Art of Self-Defense', 'The Many Saints of Newark', 'Amsterdam', 'Boston Strangler']",17
Alessandro Preziosi,['Mine vaganti'],1
Alessia Cara,['The Willoughbys'],1
Alessio Boni,"['The Best of Youth', 'The Girl in the Fog']",2
Alessio Scalzotto,['Rim of the World'],1
Alex Ahlstrom,['Legend of the Fist: The Return of Chen Zhen'],1
Alex Aiono,"[""Finding 'Ohana""]",1
Alex Borstein,['Stewie Griffin: The Untold Story'],1
Alex Cox,['Mad God'],1
Alex D. Linz,['One Fine Day'],1
Alex Daniels,['Cyborg'],1
Alex Datcher,['Passenger 57'],1
Alex Descas,['The Limits of Control'],1
Alex Esmail,['Attack the Block'],1
Alex Essoe,"['Starry Eyes', ""The Pope's Exorcist""]",2
Alex Etel,"['Millions', 'The Water Horse']",2
Alex Fisher,['The Strangers'],1
Alex Frost,"['Elephant', 'Drillbit Taylor']",2
Alex Gravenstein,['Hunger'],1
Alex Hassell,"['The Tragedy of Macbeth', 'Violent Night']",2
Alex Haw,['Following'],1
Alex Haydon,['The Vanished'],1
Alex Huff,['The Fundamentals of Caring'],1
Alex Jennings,"['The Wings of the Dove', 'The Queen', 'The Lady in the Van']",3
Alex Karras,['Against All Odds'],1
Alex Kendrick,"['Facing the Giants', 'Courageous']",2
Alex Lee,['Little Man Tate'],1
Alex Lutz,"['OSS 117: Lost in Rio', 'Asterix: The Secret of the Magic Potion']",2
Alex MacNicoll,['A-X-L'],1
Alex Macqueen,['I Give It a Year'],1
Alex Man,['As Tears Go By'],1
Alex McArthur,['Kiss the Girls'],1
Alex Murphy,['The Young Offenders'],1
Alex Neustaedter,"['A-X-L', 'Things Heard & Seen']",2
Alex O'Loughlin,['The Back-up Plan'],1
Alex Palmer,['28 Days Later'],1
Alex Pettyfer,"['Stormbreaker', 'I Am Number Four', 'Beastly', 'Magic Mike', 'Endless Love', 'Elvis & Nixon']",6
Alex R. Hibbert,['Moonlight'],1
Alex Reid,"['The Descent', 'Wilderness']",2
Alex Rocco,['Find Me Guilty'],1
Alex Roe,"['Hot Summer Nights', 'Forever My Girl']",2
Alex Russell,"['Chronicle', 'Jungle']",2
Alex Scott,['Romper Stomper'],1
Alex Sharp,"['How to Talk to Girls at Parties', 'UFO', 'The Hustle', 'The Trial of the Chicago 7', 'Living']",5
Alex Veadov,['Act of Valor'],1
Alex Vincent,"[""Child's Play"", ""Child's Play 2"", 'Cult of Chucky']",3
Alex Winter,"[""Bill & Ted's Excellent Adventure"", ""Bill & Ted's Bogus Journey"", 'Bill & Ted Face the Music']",3
Alex Wolff,"['My Friend Dahmer', 'Hereditary', 'Pig', 'Old']",4
Alex van Warmerdam,['Borgman'],1
Alexa Adeosun,['The Princess Switch'],1
Alexa Davalos,"['Feast of Love', 'Defiance']",2
Alexa Demie,['Waves'],1
Alexa PenaVega,"['Spy Kids', 'Spy Kids 2: Island of Lost Dreams', 'Sleepover', 'Repo! The Genetic Opera', 'From Prada to Nada', 'Machete Kills']",6
Alexander D'Arcy,['The Awful Truth'],1
Alexander England,"['Danger Close', 'Little Monsters']",2
Alexander Fehling,"['Labyrinth of Lies', 'The Captain']",2
Alexander Godunov,['The Money Pit'],1
Alexander Goodwin,['Mimic'],1
Alexander Gould,['Finding Nemo'],1
Alexander Granach,['Nosferatu'],1
Alexander Held,['Sophie Scholl: The Final Days'],1
Alexander Korda,['The Thief of Bagdad'],1
Alexander Ludwig,"['Race to Witch Mountain', 'When the Game Stands Tall', 'Blackway', 'Bad Boys for Life', 'Operation Christmas Drop']",5
Alexander Morton,"['Croupier', 'Valhalla Rising']",2
Alexander Payne,"[""Paris, je t'aime""]",1
Alexander Petrov,"['Attraction', 'T-34']",2
Alexander Polinsky,['Saints and Soldiers'],1
Alexander Scheer,"['Blood Red Sky', 'Blood & Gold']",2
Alexander Scourby,['The Big Heat'],1
Alexander Siddig,['Doomsday'],1
Alexander Zale,['Invasion U.S.A.'],1
Alexandra Adi,['Jawbreaker'],1
Alexandra Daddario,"['Percy Jackson: Sea of Monsters', 'Burying the Ex', 'San Andreas', 'The Choice', 'Baywatch', 'When We First Met', 'Night Hunter', 'Can You Keep a Secret?', 'We Summon the Darkness']",9
Alexandra Dinu,['Final Score'],1
Alexandra Holden,['Dead End'],1
Alexandra Maria Lara,"['Downfall', 'Control', 'Youth Without Youth', 'Rush', 'Geostorm', 'The Collini Case']",6
Alexandra Moen,['A Private War'],1
Alexandra Park,['12 Feet Deep'],1
Alexandra Paul,['Christine'],1
Alexandra Roach,['One Chance'],1
Alexandra Shipp,"['Tragedy Girls', 'Spinning Man', ""A Dog's Way Home"", 'Jexi', 'All the Bright Places', 'tick, tick... BOOM!']",6
Alexandra Stewart,['Under the Sand'],1
Alexandre Astier,"['Asterix and Obelix: Mansion of the Gods', 'Asterix and Obelix: Mansion of the Gods', 'Asterix: The Secret of the Magic Potion']",3
Alexandre Hamidi,['Code Unknown'],1
Alexandre Rignault,['Eyes Without a Face'],1
Alexandre Rockwell,['Four Rooms'],1
Alexandre Rodrigues,['City of God'],1
Alexandre Tharaud,['Amour'],1
Alexandria M. Salling,['Mother and Child'],1
Alexandru Baraboi,['Miami Bici'],1
Alexandru Papadopol,['Two Lottery Tickets'],1
Alexandru Potocean,"['4 Months, 3 Weeks and 2 Days']",1
Alexia Landeau,"['Moonlight Mile', 'Two Days in New York']",2
Alexie Gilmore,['Willow Creek'],1
Alexis Arquette,['Threesome'],1
Alexis Bledel,"['Tuck Everlasting', 'The Sisterhood of the Traveling Pants', 'The Sisterhood of the Traveling Pants 2', 'Post Grad', 'Violet & Daisy', 'The Brass Teapot']",6
Alexis Clagett,['Life as We Know It'],1
Alexis Denisof,['Much Ado About Nothing'],1
Alexis Dziena,"[""Fool's Gold"", 'Wrong']",2
Alexis Georgoulis,['My Life in Ruins'],1
Alexis Kirschner,['The Pagemaster'],1
Alexis Louder,['Copshop'],1
Alexis Manenti,['Les Misérables'],1
Alexis Servaes,['The Deep House'],1
Alexis Smith,['The Little Girl Who Lives Down the Lane'],1
Alexis Wajsbrot,"[""Don't Hang Up""]",1
Alexis Zegerman,['Happy-Go-Lucky'],1
Alexsandra Wright,['Baby Boy'],1
Alexxis Lemire,['The Half of It'],1
Alexz Johnson,['Final Destination 3'],1
Alfie Allen,['John Wick'],1
Alfie Bass,"['The Lavender Hill Mob', 'The Fearless Vampire Killers']",2
Alfonso Arau,"['El Topo', 'Three Amigos!']",2
Alfonso Arfi,['I Lost My Body'],1
Alfonso Tort,['A Twelve-Year Night'],1
Alfre Woodard,"['Heart and Souls', 'Crooklyn', 'Dinosaur', 'K-PAX', 'Take the Lead', 'Annabelle', 'Fatherhood']",7
Alfred Lutter III,"[""Alice Doesn't Live Here Anymore""]",1
Alfred Lynch,['The Hill'],1
Alfred Molina,"['Not Without My Daughter', 'Species', 'Chocolat', 'Frida', 'Luther', 'Spider-Man 2', 'Steamboy', 'The Hoax', 'An Education', 'Prince of Persia: The Sands of Time', ""The Sorcerer's Apprentice"", 'Abduction', 'Love Is Strange', 'Whiskey Tango Foxtrot', 'Message from the King', ""Don't Let Go""]",16
Alfredo Castro,"['No', 'The Club']",2
Algee Smith,"['Detroit', 'Mother/Android']",2
Ali Abbas Zafar,['Tiger Lives'],1
Ali Achmed Taram,['The Message'],1
Ali Afshar,['A California Christmas'],1
Ali Atay,"[""Thou Gild'st the Even""]",1
Ali Fazal,"['Fukrey', 'Victoria & Abdul']",2
Ali Hillis,['Open Water 2: Adrift'],1
Ali Larter,"['Final Destination', 'American Outlaws', 'Final Destination 2', 'Resident Evil: Extinction', 'Obsessed', 'Resident Evil: Afterlife', 'Resident Evil: The Final Chapter']",7
Ali MacGraw,"['Love Story', 'The Getaway', 'Convoy']",3
Ali Mosaffa,['The Past'],1
Ali Reza Shoja'noori,['Muhammad: The Messenger of God'],1
Ali Suliman,"['Paradise Now', 'Farha', 'The Swimmers']",3
Ali Wong,['Always Be My Maybe'],1
Ali Zafar,['Tere Bin Laden'],1
Alia Bhatt,"['Student of the Year', 'Highway', '2 States', 'Humpty Sharma Ki Dulhania', 'Udta Punjab', 'Dear Zindagi', 'The Bride of Badrinath', 'Raazi', 'Gully Boy', 'RRR', 'Gangubai Kathiawadi', 'Darlings', 'Brahmastra Part One: Shiva', 'Rocky Aur Rani Kii Prem Kahaani']",14
Alia Shawkat,"['Night Moves', 'The To Do List', 'Green Room', 'First Cow']",4
Alican Akman,"[""Thou Gild'st the Even""]",1
Alice Bahlke,['Hell House LLC'],1
Alice Barrett,['13'],1
Alice Brady,['My Man Godfrey'],1
Alice Braga,"['I Am Legend', 'Predators', 'Repo Men', 'The Rite', 'Elysium', 'Kill Me Three Times', 'The Duel', 'The New Mutants', 'Hypnotic']",9
Alice David,['Babysitting'],1
Alice Englert,"['Ginger & Rosa', 'Beautiful Creatures']",2
Alice Eve,"['Starter for 10', 'Big Nothing', ""She's Out of My League"", 'The Decoy Bride', 'The Raven', 'Before We Go', 'Misconduct', 'Please Stand By', 'Replicas']",9
Alice Feetham,['Boiling Point'],1
Alice Greczyn,['The Dukes of Hazzard'],1
Alice Isaaz,['One Wild Moment'],1
Alice Krige,"['Barfly', 'Sleepwalkers', 'The Contract', 'A Christmas Prince', 'A Christmas Prince: The Royal Wedding', 'Gretel & Hansel']",6
Alice Lee,['Brittany Runs a Marathon'],1
Alice Lowe,"['Sightseers', 'Black Mirror: Bandersnatch']",2
Alice Macdonald,['Contracted'],1
Alice Rahimi,['Holy Spider'],1
Alice Taglioni,['The Valet'],1
Alicia Keys,['The Secret Life of Bees'],1
Alicia Silverstone,"['The Crush', 'Clueless', 'Excess Baggage', 'Blast from the Past', 'Beauty Shop', 'Vamps']",6
Alicia Van Couvering,['Junebug'],1
Alicia Vikander,"['A Royal Affair', 'The Fifth Estate', 'Ex Machina', 'Testament of Youth', 'Son of a Gun', 'Seventh Son', 'The Man from U.N.C.L.E.', 'The Danish Girl', 'The Light Between Oceans', 'Jason Bourne', 'Tulip Fever', 'Tomb Raider', 'Earthquake Bird', 'The Green Knight', 'Beckett']",15
Alicia Witt,"['Urban Legend', 'Cecil B. Demented', 'Two Weeks Notice', '88 Minutes']",4
Alicia von Rittberg,['Balloon'],1
Alicja Bachleda,['Ondine'],1
Alida Valli,"['The Third Man', 'Eyes Without a Face']",2
Alina Berzunteanu,['The Death of Mr. Lazarescu'],1
Alisa Freyndlikh,['Stalker'],1
Alisan Porter,['Curly Sue'],1
Alisha Wainwright,['Palmer'],1
Alisha Weir,"[""Roald Dahl's Matilda the Musical""]",1
Alison Barry,['Ondine'],1
Alison Bartlett,['The Innkeepers'],1
Alison Brie,"['The Five-Year Engagement', 'Sleeping with Other People', 'Get Hard', 'A Family Man', 'How to Be Single', 'The Little Hours', 'Promising Young Woman', 'Horse Girl', 'The Rental']",9
Alison Crosbie,['In the Name of the Father'],1
Alison Doody,['Indiana Jones and the Last Crusade'],1
Alison Eastwood,['Tightrope'],1
Alison Garland,['All or Nothing'],1
Alison Lohman,"['White Oleander', 'Matchstick Men', 'Where the Truth Lies', 'Things We Lost in the Fire', 'Drag Me to Hell']",5
Alison Pill,"['Dear Wendy', 'Dan in Real Life', 'Goon', 'Cooties', 'Goon: Last of the Enforcers']",5
Alison Routledge,['The Quiet Earth'],1
Alison Steadman,['Life Is Sweet'],1
Alison Sudol,"['Fantastic Beasts and Where to Find Them', 'The Last Full Measure']",2
Alison Whelan,['My Left Foot'],1
Alistair Abell,['Sausage Party'],1
Alistair Petrie,['The Cursed'],1
Alka Amin,"['Shaadi Mein Zaroor Aana', 'Kedarnath']",2
Allan Corduner,['Topsy-Turvy'],1
Allan Edwall,['The Sacrifice'],1
Allan Gildea,['Bloody Sunday'],1
Allan Jones,['A Day at the Races'],1
Allan Kolman,['Shivers'],1
Allegra Masters,['Circle'],1
Allen Covert,"['The Wedding Singer', 'Mr. Deeds', ""Grandma's Boy"", 'Strange Wilderness']",4
Allen Danziger,['The Texas Chain Saw Massacre'],1
Allen Garfield,"['The Conversation', 'The Stunt Man']",2
Allen Hughes,"['Menace II Society', 'Dead Presidents', 'From Hell', 'New York, I Love You', 'The Book of Eli']",5
Allen Joseph,['Eraserhead'],1
Allen Leech,"['The Imitation Game', ""The Hunter's Prayer""]",2
Allen Payne,"['New Jack City', 'CB4']",2
Allie Mickelson,['Capote'],1
Allison Barron,['Night of the Demons'],1
Allison Cratchley,['Sanctum'],1
Allison Dawn Doiron,['Cult of Chucky'],1
Allison Janney,"['Drop Dead Gorgeous', 'The Chumscrubber', 'Away We Go', 'The Oranges', 'The Way Way Back', 'Bad Words', 'Tammy', 'The DUFF', 'Tallulah', 'I, Tonya', 'Bad Education', 'Troop Zero', 'Lou']",13
Allison Miller,['Blood: The Last Vampire'],1
Allison Roddan,['Monsieur Verdoux'],1
Allison Siko,['Speak'],1
Allison Tolman,"['The Gift', 'Krampus']",2
Allison Williams,"['Get Out', 'The Perfection', 'M3GAN']",3
Allu Arjun,"['Race Gurram', 'Ala Vaikunthapurramuloo', 'Pushpa: The Rise - Part 1']",3
Ally Ioannides,['Synchronic'],1
Ally Sheedy,"['WarGames', 'The Breakfast Club', 'Short Circuit', 'Only the Lonely', 'High Art']",5
Ally Walker,"['Universal Soldier', 'Happy, Texas']",2
Allyn Ann McLerie,['Calamity Jane'],1
Almanta Suska,['The New York Ripper'],1
Almudena Amor,['The Good Boss'],1
Alok Chakravarty,['The World of Apu'],1
Alok Nath,"['Maine Pyar Kiya', 'Vivah', 'Sonu Ke Titu Ki Sweety']",3
Alondra Hidalgo,['Desierto'],1
Alonna Shaw,['Double Impact'],1
Alper Kul,['Mortal World'],1
Altan Erkekli,"['Vizontele', 'Vizontele Tuuba', 'Magic Carpet Ride', 'Love Likes Coincidences']",4
Alva Brynsmo Ramstad,['The Innocents'],1
Alvin Alexis,['Night of the Demons'],1
Aly Michalka,['Bandslam'],1
Alycia Debnam-Carey,['Friend Request'],1
Alycia Pascual-Pena,['Moxie'],1
Alyson Court,['Resident Evil: Degeneration'],1
Alyson Hannigan,"['My Stepmother Is an Alien', 'American Pie 2', 'American Wedding', 'American Reunion']",4
Alyson Stoner,['Step Up 3D'],1
Alyssa Milano,"['Dickie Roberts: Former Child Star', 'Pathology']",2
Alysson Paradis,['Inside'],1
Amadou Mbow,['Atlantics'],1
Amadu Mamadakov,['Mongol: The Rise of Genghis Khan'],1
Amala Akkineni,['Karwaan'],1
Amala Paul,"['Thalaivaa', 'Raatchasan', 'The Teacher']",3
Amalia Vitale,['A Shaun the Sheep Movie: Farmageddon'],1
Amanda Bearse,['Fright Night'],1
Amanda Bynes,"['Big Fat Liar', 'What a Girl Wants', ""She's the Man"", 'Sydney White', 'Easy A']",5
Amanda Christine,['Black Box'],1
Amanda Crew,"['Sex Drive', 'Charlie St. Cloud', 'Freaks']",3
Amanda Davin,"['Patrik, Age 1.5']",1
Amanda De Cadenet,['Four Rooms'],1
Amanda Detmer,['Big Fat Liar'],1
Amanda Donohoe,"['The Lair of the White Worm', 'The Madness of King George', 'Liar Liar']",3
Amanda Fuller,['Starry Eyes'],1
Amanda Langlet,['Pauline at the Beach'],1
Amanda Lear,['Dragon Hunters'],1
Amanda Pays,['Leviathan'],1
Amanda Peet,"['Saving Silverman', 'Identity', ""Something's Gotta Give"", 'The Whole Ten Yards', 'Syriana', 'A Lot Like Love', 'The Ex', 'Martian Child', ""What Doesn't Kill You"", 'The X Files: I Want to Believe', '2012', ""Gulliver's Travels"", 'Identity Thief']",13
Amanda Peterson,"[""Can't Buy Me Love""]",1
Amanda Plummer,"['So I Married an Axe Murderer', 'Needful Things']",2
Amanda Redman,['Sexy Beast'],1
Amanda Righetti,['Friday the 13th'],1
Amanda Schull,"['Center Stage', 'I Am Wrath']",2
Amanda Seyfried,"['Mamma Mia!', 'Chloe', ""Jennifer's Body"", 'Letters to Juliet', 'Dear John', 'In Time', 'Red Riding Hood', 'Les Misérables', 'Gone', 'Epic', 'Lovelace', 'The Big Wedding', ""While We're Young"", 'A Million Ways to Die in the West', 'Fathers & Daughters', 'Ted 2', 'First Reformed', 'Mamma Mia! Here We Go Again', 'Mank', 'You Should Have Left', 'Things Heard & Seen']",21
Amanda Smith,['Remember'],1
Amandla Stenberg,"['Everything, Everything', 'The Hate U Give', 'The Darkest Minds', 'Bodies Bodies Bodies']",4
Amara Karan,"['The Darjeeling Limited', 'A Fantastic Fear of Everything']",2
Amara Miller,['The Descendants'],1
Amber Armstrong,['Paranormal Activity'],1
Amber Benson,['Latter Days'],1
Amber Heard,"['All the Boys Love Mandy Lane', 'Never Back Down', 'The Joneses', 'The Stepfather', 'The Ward', 'And Soon the Darkness', 'Drive Angry', 'Paranoia', 'Syrup', '3 Days to Kill', 'The Danish Girl', 'Aquaman']",12
Amber Lynn Ashley,['Cry Macho'],1
Amber Midthunder,"['The Ice Road', 'Prey']",2
Amber Rose Revah,['Son of God'],1
Amber Tamblyn,"['The Sisterhood of the Traveling Pants', 'The Grudge 2', 'The Sisterhood of the Traveling Pants 2', 'Beyond a Reasonable Doubt', '127 Hours']",5
Amber Valletta,"['Hitch', 'Transporter 2', 'Dead Silence', 'Premonition', 'Gamer', 'The Spy Next Door']",6
Ambyr Childers,['We Are What We Are'],1
Ameer Sultan,['Vada Chennai'],1
Ameesha Patel,"['Kaho Naa... Pyaar Hai', 'Gadar: Ek Prem Katha', 'Bhool Bhulaiyaa']",3
Amelia Crouch,['Extinction'],1
Amelia Pidgeon,['3096 Tage'],1
America Ferrera,"['The Sisterhood of the Traveling Pants', 'The Sisterhood of the Traveling Pants 2', 'End of Watch', 'How to Train Your Dragon: The Hidden World']",4
America Olivo,['Maniac'],1
Amerie,['First Daughter'],1
Amidou,['Sorcerer'],1
Amie Carey,['SubUrbia'],1
Amie Donald,['M3GAN'],1
Amir Farrokh Hashemian,['Children of Heaven'],1
Amir Jadidi,['A Hero'],1
Amir Talai,['The Onion Movie'],1
Amira Casar,['Call Me by Your Name'],1
Amit Ravindernath Sharma,['Lust Stories 2'],1
Amit Sadh,"['Kai Po Che', 'Sultan']",2
Amit Sial,['Raid'],1
Amitabh Bachchan,"['Anand', 'Chupke Chupke', 'Sholay', 'Deewaar', 'Don', 'Mohabbatein', 'Kabhi Khushi Kabhie Gham...', 'Aankhen', 'Baghban', 'Lakshya', 'Khakee', 'Black', 'Sarkar', 'Kabhi Alvida Naa Kehna', 'Shootout at Lokhandwala', 'Bhoothnath', 'Paa', 'Piku', 'Pink', 'Te3n', 'Wazir', 'Badla', 'Gulabo Sitabo', 'Chehre', 'Jhund', 'Runway 34', 'Brahmastra Part One: Shiva']",27
Amjad Khan,['Sholay'],1
Aml Ameen,['Kidulthood'],1
Amol Palekar,['Gol Maal'],1
Amol Parashar,['Sardar Udham'],1
Amr Waked,"['Salmon Fishing in the Yemen', 'Lucy']",2
Amrish Puri,"['Indiana Jones and the Temple of Doom', 'Mr. India', 'Dilwale Dulhania Le Jayenge', 'Karan Arjun', 'Chachi 420', 'Pardes', 'Baadshah', 'Nayak: The Real Hero', 'Gadar: Ek Prem Katha', 'Mujhse Shaadi Karogi', 'Aitraaz']",11
Amrita Puri,['Kai Po Che'],1
Amrita Rao,"['Vivah', 'Jolly LLB']",2
Amrita Singh,['2 States'],1
Amruta Subhash,['Dhamaka'],1
Amy Acker,['Much Ado About Nothing'],1
Amy Adams,"['The Wedding Date', 'Enchanted', ""Charlie Wilson's War"", 'Doubt', 'Miss Pettigrew Lives for a Day', 'Sunshine Cleaning', 'Julie & Julia', 'Night at the Museum: Battle of the Smithsonian', 'The Fighter', 'Leap Year', 'The Muppets', 'The Master', 'Trouble with the Curve', 'On the Road', 'Her', 'American Hustle', 'Man of Steel', 'Big Eyes', 'Arrival', 'Nocturnal Animals', 'Batman v Superman: Dawn of Justice (Ultimate Edition)', 'Batman v Superman: Dawn of Justice', 'Vice', 'Hillbilly Elegy', ""Zack Snyder's Justice League"", 'Dear Evan Hansen', 'The Woman in the Window', 'Disenchanted']",28
Amy Aela,['Bloody Daddy'],1
Amy Brenneman,"['Fear', 'Daylight', 'The Jane Austen Book Club', 'Words and Pictures']",4
Amy Doyle,['Ghost Stories'],1
Amy Forsyth,"['Hell Fest', 'We Summon the Darkness']",2
Amy Hargreaves,"['Brainscan', 'Blue Ruin', 'Super Dark Times']",3
Amy Huberman,['Handsome Devil'],1
Amy Irving,"['Carrie', 'Yentl', 'An American Tail: Fievel Goes West', 'Adam']",4
Amy Jackson,"['I', 'Theri', '2']",3
Amy Landecker,"['Project Almanac', ""The Hunter's Prayer""]",2
Amy Locane,['Cry-Baby'],1
Amy Madigan,"['Places in the Heart', 'Streets of Fire', 'Field of Dreams', 'The Dark Half']",4
Amy Morton,['Rookie of the Year'],1
Amy Poehler,"['Blades of Glory', 'Mr. Woodcock', 'Baby Mama', 'The Secret World of Arrietty', 'Free Birds', 'Are You Here', 'They Came Together', 'Inside Out', 'Sisters', 'The House', 'Wine Country']",11
Amy Price-Francis,['I Still See You'],1
Amy Robinson,['Mean Streets'],1
Amy Russ,['Private Life'],1
Amy Ryan,"['You Can Count on Me', 'Changeling', 'Win Win', 'Breathe In', 'Bridge of Spies', 'The Infiltrator', 'Central Intelligence', 'Worth', 'Lost Girls', 'Beau Is Afraid']",10
Amy Schumer,"['Trainwreck', 'I Feel Pretty']",2
Amy Sedaris,['The Boss Baby: Family Business'],1
Amy Seimetz,"['Upstream Color', 'The Sacrament', 'Lean on Pete', 'Pet Sematary']",4
Amy Smart,"['Road Trip', 'Rat Race', 'The Butterfly Effect', 'Just Friends', 'Peaceful Warrior', 'Crank', 'Mirrors', 'Crank: High Voltage', 'Columbus Circle']",9
Amy Steel,['Friday the 13th Part 2'],1
Amy Wright,['The Accidental Tourist'],1
Amy Yasbeck,['Robin Hood: Men in Tights'],1
An Nguyen,"['Definitely, Maybe']",1
Ana Gasteyer,"['Fun Size', 'Wine Country']",2
Ana Javakishvili,['And Then We Danced'],1
Ana Torrent,"['The Spirit of the Beehive', 'Cría Cuervos', 'Thesis']",3
Ana Wagener,['The Invisible Guest'],1
Ana de Armas,"['Knock Knock', 'Blade Runner 2049', 'Overdrive', 'Knives Out', 'Wasp Network', 'Sergio', 'The Night Clerk', 'No Time to Die', 'The Gray Man', 'Deep Water', 'Blonde', 'Ghosted']",12
Ana de la Reguera,"['Nacho Libre', 'Everything, Everything', 'Army of the Dead', 'The Forever Purge']",4
Anais Evans,['Nightwatch'],1
Anamaria Marinca,"['4 Months, 3 Weeks and 2 Days', 'Five Minutes of Heaven']",2
Anamaria Vartolomei,['Happening'],1
Anand Gandhi,['Tumbbad'],1
Anand Tiwari,"['Go Goa Gone', 'Detective Byomkesh Bakshy!']",2
Anand Upadhyaya,['Primer'],1
Ananda Everingham,['Shutter'],1
Ananda George,['The Raid: Redemption'],1
Anandhi,"['Visaaranai', 'Pariyerum Perumal']",2
Anant Vidhaat,['Mardaani'],1
Ananya Nagalla,['Vakeel Saab'],1
Ananya Panday,['Gehraiyaan'],1
Anastasia Hille,['The Abandoned'],1
Anastasia Phillips,['Incident in a Ghostland'],1
Anastasios Soulis,['Red Dot'],1
Anatoli Davydov,['Assassins'],1
Anatoliy Papanov,['The Diamond Arm'],1
Anatoliy Solonitsyn,"['Andrei Rublev', 'Stalker']",2
Anders Baasmo,['Kon-Tiki'],1
Anders Danielsen Lie,"['Reprise', 'Oslo, August 31st', 'Personal Shopper', '22-Jul', 'The Night Eats the World', 'The Worst Person in the World']",6
Anders Holm,"['The Intern', 'Game Over, Man!']",2
Anders Juul,['Ronal the Barbarian'],1
