stars,title,appearances
Hideaki Anno,Evangelion: 2.0 You Can (Not) Advance,5
Joe Fria,Evangelion: 2.0 You Can (Not) Advance,3
Kotono Mitsuishi,Evangelion: 2.0 You Can (Not) Advance,4
Megumi Ogata,Evangelion: 2.0 You Can (Not) Advance,6
Megumi Hayashibara,Evangelion: 2.0 You Can (Not) Advance,7
Abhay Deol,Dev.D,4
Mahie Gill,Dev.D,2
Kalki Koechlin,Dev.D,3
Dibyendu Bhattacharya,Dev.D,3
Sam Rockwell,Moon,24
Kevin Spacey,Moon,32
Dominique McElligott,Moon,1
Rosie Shaw,Moon,1
Michael Nyqvist,The Girl with the Dragon Tattoo,9
Noomi Rapace,The Girl with the Dragon Tattoo,17
Lena Endre,The Girl with the Dragon Tattoo,4
Christian Friedel,The White Ribbon,1
Ernst Jacobi,The White Ribbon,1
Leonie Benesch,The White Ribbon,1
Ulrich Tukur,The White Ribbon,4
Tahar Rahim,A Prophet,6
Niels Arestrup,A Prophet,4
Adel Bencherif,A Prophet,1
Reda Kateb,A Prophet,3
Zach Galifianakis,The Hangover,16
Bradley Cooper,The Hangover,23
Justin Bartha,The Hangover,8
Ed Helms,The Hangover,16
Dakota Fanning,Coraline,17
Teri Hatcher,Coraline,5
John Hodgman,Coraline,1
Jennifer Saunders,Coraline,3
Zooey Deschanel,500 Days of Summer,12
Joseph Gordon-Levitt,500 Days of Summer,22
Geoffrey Arend,500 Days of Summer,1
Jared Leto,Mr. Nobody,9
Sarah Polley,Mr. Nobody,9
Diane Kruger,Mr. Nobody,14
Linh-Dan Pham,Mr. Nobody,2
Hye-ja Kim,Mother,1
Won Bin,Mother,3
Jin Goo,Mother,1
Je-mun Yun,Mother,2
Ye Liu,City of Life and Death,3
Wei Fan,City of Life and Death,1
Hideo Nakaizumi,City of Life and Death,1
Yuanyuan Gao,City of Life and Death,1
Ram Charan,Magadheera,3
Kajal Aggarwal,Magadheera,6
Dev Gill,Magadheera,1
Srihari,Magadheera,1
Jackie Earle Haley,Watchmen,5
Patrick Wilson,Watchmen,25
Carla Gugino,Watchmen,14
Malin Akerman,Watchmen,14
Daniel Radcliffe,Harry Potter and the Half-Blood Prince,21
Emma Watson,Harry Potter and the Half-Blood Prince,16
Rupert Grint,Harry Potter and the Half-Blood Prince,10
Michael Gambon,Harry Potter and the Half-Blood Prince,11
Robert Downey Jr.,Sherlock Holmes,36
Jude Law,Sherlock Holmes,33
Rachel McAdams,Sherlock Holmes,26
Mark Strong,Sherlock Holmes,19
Jesse Eisenberg,Zombieland,26
Emma Stone,Zombieland,20
Woody Harrelson,Zombieland,42
Abigail Breslin,Zombieland,15
Quinton Aaron,The Blind Side,1
Sandra Bullock,The Blind Side,32
Tim McGraw,The Blind Side,3
Jae Head,The Blind Side,2
Luis Tosar,Cell 211,5
Alberto Ammann,Cell 211,2
Antonio Resines,Cell 211,1
Ranbir Kapoor,Wake Up Sid,14
Konkona Sen Sharma,Wake Up Sid,6
Supriya Pathak,Wake Up Sid,4
Anupam Kher,Wake Up Sid,16
Suriya,Ayan,8
Tamannaah Bhatia,Ayan,4
Prabhu,Ayan,3
Jagan,Ayan,1
Colin Firth,A Single Man,30
Julianne Moore,A Single Man,46
Matthew Goode,A Single Man,15
Nicholas Hoult,A Single Man,22
Takuya Kimura,Redline,3
Tadanobu Asano,Redline,10
Yoshiyuki Morishita,Redline,1
Nora Twomey,The Secret of Kells,1
Evan McGuire,The Secret of Kells,1
Brendan Gleeson,The Secret of Kells,15
Mick Lally,The Secret of Kells,1
Christen Mooney,The Secret of Kells,1
Colm Meaney,The Damned United,7
Henry Goodman,The Damned United,2
David Roper,The Damned United,1
Jimmy Reddington,The Damned United,1
Paulina Gaitan,Sin Nombre,2
Marco Antonio Aguirre,Sin Nombre,1
Leonardo Alonso,Sin Nombre,1
Karla Cecilia Alvarado,Sin Nombre,1
Tony Leung Chiu-wai,Red Cliff II,16
Takeshi Kaneshiro,Red Cliff II,8
Fengyi Zhang,Red Cliff II,3
Chang Chen,Red Cliff II,6
Aleksey Guskov,The Concert,1
Dmitriy Nazarov,The Concert,1
Ranbir Kapoor,Rocket Singh: Salesman of the Year,14
Prem Chopra,Rocket Singh: Salesman of the Year,2
Mukesh S. Bhatt,Rocket Singh: Salesman of the Year,1
D. Santosh,Rocket Singh: Salesman of the Year,2
Yagmur Taylan,Vavien,2
Binnur Kaya,Vavien,3
Ilker Aksum,Vavien,1
Gerard Butler,Law Abiding Citizen,35
Jamie Foxx,Law Abiding Citizen,25
Leslie Bibb,Law Abiding Citizen,7
Colm Meaney,Law Abiding Citizen,7
George Clooney,Up in the Air,33
Vera Farmiga,Up in the Air,20
Anna Kendrick,Up in the Air,26
Jason Bateman,Up in the Air,22
Michael Jai White,Black Dynamite,6
Arsenio Hall,Black Dynamite,3
Tommy Davidson,Black Dynamite,1
Phyllis Applegate,Black Dynamite,1
Tom Hollander,In the Loop,4
Peter Capaldi,In the Loop,3
James Gandolfini,In the Loop,14
Harry Hadden-Paton,In the Loop,1
Anne Dorval,I Killed My Mother,3
Xavier Dolan,I Killed My Mother,3
Ryunosuke Kamiki,Summer Wars,3
Nanami Sakuraba,Summer Wars,1
Mitsuki Tanimura,Summer Wars,1
Takahiro Yokokawa,Summer Wars,1
Andy Garcia,City Island,20
Julianna Margulies,City Island,5
Steven Strait,City Island,3
Emily Mortimer,City Island,19
Shahid Kapoor,Kaminey,10
Priyanka Chopra Jonas,Kaminey,17
Deb Mukherjee,Kaminey,1
Shivkumar Subramaniam,Kaminey,2
Cem Yilmaz,Yahsi Bati,15
Demet Evgar,Yahsi Bati,3
Gabourey Sidibe,Precious,1
Mo'Nique,Precious,1
Paula Patton,Precious,11
Mariah Carey,Precious,1
Morgan Freeman,Invictus,52
Matt Damon,Invictus,45
Tony Kgoroge,Invictus,1
Patrick Mofokeng,Invictus,1
Philip Seymour Hoffman,The Boat That Rocked,25
Bill Nighy,The Boat That Rocked,21
Nick Frost,The Boat That Rocked,7
Michael Hadley,The Boat That Rocked,1
Cameron Diaz,My Sister's Keeper,32
Abigail Breslin,My Sister's Keeper,15
Alec Baldwin,My Sister's Keeper,32
Walter Raney,My Sister's Keeper,1
Carey Mulligan,An Education,14
Peter Sarsgaard,An Education,23
Alfred Molina,An Education,16
Olivia Williams,An Education,11
Katie Jarvis,Fish Tank,1
Michael Fassbender,Fish Tank,22
Kierston Wareing,Fish Tank,1
Rebecca Griffiths,Fish Tank,1
Michael Nyqvist,The Girl Who Kicked the Hornet's Nest,9
Noomi Rapace,The Girl Who Kicked the Hornet's Nest,17
Lena Endre,The Girl Who Kicked the Hornet's Nest,4
Annika Hallin,The Girl Who Kicked the Hornet's Nest,1
Kenneth Vanbaeden,The Misfortunates,1
Valentijn Dhaenens,The Misfortunates,1
Koen De Graeve,The Misfortunates,1
Wouter Hendrickx,The Misfortunates,1
Soraya Omar-Scego,Desert Flower,1
Idriss Abdillahi Houfaneh,Desert Flower,1
Viggo Mortensen,The Road,18
Charlize Theron,The Road,39
Kodi Smit-McPhee,The Road,10
Robert Duvall,The Road,30
Christos Stergioglou,Dogtooth,1
Michele Valley,Dogtooth,1
Angeliki Papoulia,Dogtooth,1
Christos Passalis,Dogtooth,1
Nathaniel Brown,Enter the Void,1
Paz de la Huerta,Enter the Void,1
Cyril Roy,Enter the Void,1
Olly Alexander,Enter the Void,1
Emily Blunt,The Young Victoria,27
Rupert Friend,The Young Victoria,9
Paul Bettany,The Young Victoria,13
Miranda Richardson,The Young Victoria,13
Jeff Bridges,Crazy Heart,38
Maggie Gyllenhaal,Crazy Heart,11
Colin Farrell,Crazy Heart,39
James Keane,Crazy Heart,1
Michael Caine,Harry Brown,45
Emily Mortimer,Harry Brown,19
David Bradley,Harry Brown,3
Charlie Creed-Miles,Harry Brown,2
Maxim Gaudette,Polytechnique,1
Karine Vanasse,Polytechnique,1
Martin Watier,Polytechnique,1
Blanca Portillo,Broken Embraces,2
Adam Bousdoukos,Soul Kitchen,3
Moritz Bleibtreu,Soul Kitchen,7
Pheline Roggan,Soul Kitchen,1
Anna Bederke,Soul Kitchen,1
Naomi Watts,Mother and Child,33
Annette Bening,Mother and Child,25
Kerry Washington,Mother and Child,9
Alexandria M. Salling,Mother and Child,1
Jake Gyllenhaal,Brothers,33
Natalie Portman,Brothers,30
Tobey Maguire,Brothers,14
Sam Shepard,Brothers,11
John Musker,The Princess and the Frog,7
Anika Noni Rose,The Princess and the Frog,3
Keith David,The Princess and the Frog,9
Oprah Winfrey,The Princess and the Frog,5
Bruno Campos,The Princess and the Frog,1
Eric Bana,The Time Traveler's Wife,17
Rachel McAdams,The Time Traveler's Wife,26
Ron Livingston,The Time Traveler's Wife,11
Michelle Nolden,The Time Traveler's Wife,2
Rachel Weisz,Agora,29
Max Minghella,Agora,6
Oscar Isaac,Agora,20
Ashraf Barhom,Agora,2
Song Kang-ho,Thirst,10
Kim Ok-bin,Thirst,2
Hee-jin Choi,Thirst,1
Seo Dong-soo,Thirst,1
Russell Crowe,State of Play,32
Rachel McAdams,State of Play,26
Ben Affleck,State of Play,37
Helen Mirren,State of Play,27
Noomi Rapace,The Girl Who Played with Fire,17
Michael Nyqvist,The Girl Who Played with Fire,9
Lena Endre,The Girl Who Played with Fire,4
Peter Andersson,The Girl Who Played with Fire,1
Aaron Taylor-Johnson,Nowhere Boy,12
Kristin Scott Thomas,Nowhere Boy,23
Anne-Marie Duff,Nowhere Boy,4
David Threlfall,Nowhere Boy,2
Evan Rachel Wood,Whatever Works,17
Larry David,Whatever Works,1
Henry Cavill,Whatever Works,14
Adam Brooks,Whatever Works,1
Robert De Niro,Everybody's Fine,69
Kate Beckinsale,Everybody's Fine,25
Sam Rockwell,Everybody's Fine,24
Drew Barrymore,Everybody's Fine,26
Ben Foster,The Messenger,24
Samantha Morton,The Messenger,11
Woody Harrelson,The Messenger,42
Jena Malone,The Messenger,10
Hugh Dancy,Adam,8
Rose Byrne,Adam,23
Peter Gallagher,Adam,6
Amy Irving,Adam,4
Dany Boon,Micmacs,4
Yolande Moreau,Micmacs,1
Maxime Godart,Little Nicholas,1
Vincent Claude,Little Nicholas,1
Charles Vaillant,Little Nicholas,1
Victor Carles,Little Nicholas,1
Steve Evets,Looking for Eric,1
Eric Cantona,Looking for Eric,3
Stephanie Bishop,Looking for Eric,1
Gerard Kearns,Looking for Eric,1
Farhan Akhtar,Luck by Chance,7
Konkona Sen Sharma,Luck by Chance,6
Rishi Kapoor,Luck by Chance,11
Dimple Kapadia,Luck by Chance,4
Amitabh Bachchan,Paa,27
Abhishek Bachchan,Paa,12
Vidya Balan,Paa,11
Paresh Rawal,Paa,18
Vera Farmiga,Orphan,20
Peter Sarsgaard,Orphan,23
Isabelle Fuhrman,Orphan,3
CCH Pounder,Orphan,2
Christian Bale,Public Enemies,37
Johnny Depp,Public Enemies,49
Christian Stolte,Public Enemies,1
Jason Clarke,Public Enemies,15
Paul Rudd,"I Love You, Man",29
Jason Segel,"I Love You, Man",14
Rashida Jones,"I Love You, Man",7
Sarah Burns,"I Love You, Man",3
Elijah Wood,9,24
Jennifer Connelly,9,27
Crispin Glover,9,8
Christopher Plummer,9,27
Amy Adams,Julie & Julia,28
Meryl Streep,Julie & Julia,45
Chris Messina,Julie & Julia,7
Stanley Tucci,Julie & Julia,24
Joel Coen,A Serious Man,9
Michael Stuhlbarg,A Serious Man,9
Richard Kind,A Serious Man,2
Sari Lennick,A Serious Man,1
Fred Melamed,A Serious Man,3
John Krasinski,Away We Go,13
Maya Rudolph,Away We Go,14
Allison Janney,Away We Go,13
Carmen Ejogo,Away We Go,5
Tilda Swinton,I Am Love,21
Flavio Parenti,I Am Love,1
Edoardo Gabbriellini,I Am Love,1
Alba Rohrwacher,I Am Love,2
Chris O'Dowd,Frequently Asked Questions About Time Travel,9
Marc Wootton,Frequently Asked Questions About Time Travel,2
Dean Lennox Kelly,Frequently Asked Questions About Time Travel,1
Anna Faris,Frequently Asked Questions About Time Travel,20
Robert Duvall,Get Low,30
Bill Murray,Get Low,33
Sissy Spacek,Get Low,17
Lucas Black,Get Low,5
Melissa George,Triangle,6
Joshua McIvor,Triangle,1
Jack Taylor,Triangle,1
Michael Dorman,Triangle,1
Christopher Miller,Cloudy with a Chance of Meatballs,4
Anna Faris,Cloudy with a Chance of Meatballs,20
Bill Hader,Cloudy with a Chance of Meatballs,12
Bruce Campbell,Cloudy with a Chance of Meatballs,9
James Caan,Cloudy with a Chance of Meatballs,18
Elliot Page,Whip It,14
Drew Barrymore,Whip It,26
Kristen Wiig,Whip It,19
Sarah Habel,Whip It,1
Michael Thurmeier,Ice Age: Dawn of the Dinosaurs,2
Ray Romano,Ice Age: Dawn of the Dinosaurs,10
John Leguizamo,Ice Age: Dawn of the Dinosaurs,27
Denis Leary,Ice Age: Dawn of the Dinosaurs,10
Eunice Cho,Ice Age: Dawn of the Dinosaurs,1
Abbie Cornish,Bright Star,11
Ben Whishaw,Bright Star,8
Paul Schneider,Bright Star,4
Kerry Fox,Bright Star,3
Robin Williams,World's Greatest Dad,38
Daryl Sabara,World's Greatest Dad,4
Morgan Murphy,World's Greatest Dad,1
Naomi Glick,World's Greatest Dad,1
Jackie Chan,Shinjuku Incident,46
Naoto Takenaka,Shinjuku Incident,2
Daniel Wu,Shinjuku Incident,3
Jinglei Xu,Shinjuku Incident,2
Helen Mirren,The Last Station,27
James McAvoy,The Last Station,27
Christopher Plummer,The Last Station,27
Paul Giamatti,The Last Station,25
Yoav Donat,Lebanon,1
Itay Tiran,Lebanon,1
Oshri Cohen,Lebanon,1
Michael Moshonov,Lebanon,1
Adar Beck,Exam,1
Gemma Chan,Exam,5
Nathalie Cox,Exam,1
John Lloyd Fillingham,Exam,1
Christopher Plummer,The Imaginarium of Doctor Parnassus,27
Lily Cole,The Imaginarium of Doctor Parnassus,1
Heath Ledger,The Imaginarium of Doctor Parnassus,15
Andrew Garfield,The Imaginarium of Doctor Parnassus,13
Jesse Eisenberg,Adventureland,26
Kristen Stewart,Adventureland,27
Ryan Reynolds,Adventureland,41
Martin Starr,Adventureland,3
Luke Wilson,Middle Men,15
Giovanni Ribisi,Middle Men,15
Gabriel Macht,Middle Men,8
James Caan,Middle Men,18
Jim Carrey,A Christmas Carol,27
Gary Oldman,A Christmas Carol,36
Colin Firth,A Christmas Carol,30
Steve Valentine,A Christmas Carol,1
Vincent Gallo,Tetro,4
Alden Ehrenreich,Tetro,5
Colin Farrell,Ondine,39
Alicja Bachleda,Ondine,1
Dervla Kirwan,Ondine,1
Alison Barry,Ondine,1
Christopher Soren Kelly,Ink,2
Quinn Hunchar,Ink,1
Jessica Duffy,Ink,1
Jennifer Batter,Ink,1
Jean Dujardin,OSS 117: Lost in Rio,7
Louise Monot,OSS 117: Lost in Rio,1
Alex Lutz,OSS 117: Lost in Rio,2
Michelle Williams,Mammoth,23
Marife Necesito,Mammoth,1
Sophie Nyweide,Mammoth,1
Saif Ali Khan,Love Aaj Kal,12
Deepika Padukone,Love Aaj Kal,20
Rishi Kapoor,Love Aaj Kal,11
Rahul Khanna,Love Aaj Kal,1
John Abraham,New York,15
Katrina Kaif,New York,18
Neil Nitin Mukesh,New York,4
Irrfan Khan,New York,19
Clive Owen,The Boys Are Back,24
Emma Booth,The Boys Are Back,3
Laura Fraser,The Boys Are Back,3
George MacKay,The Boys Are Back,8
Sandra Bullock,The Proposal,32
Ryan Reynolds,The Proposal,41
Mary Steenburgen,The Proposal,14
Craig T. Nelson,The Proposal,10
Dennis Quaid,Pandorum,47
Ben Foster,Pandorum,24
Cam Gigandet,Pandorum,6
Antje Traue,Pandorum,1
Tom Hanks,Angels & Demons,52
Ewan McGregor,Angels & Demons,45
Ayelet Zurer,Angels & Demons,1
Richard Gere,Brooklyn's Finest,28
Don Cheadle,Brooklyn's Finest,23
Ethan Hawke,Brooklyn's Finest,38
Wesley Snipes,Brooklyn's Finest,21
Max Records,Where the Wild Things Are,3
Catherine O'Hara,Where the Wild Things Are,10
Forest Whitaker,Where the Wild Things Are,24
Pepita Emmerichs,Where the Wild Things Are,1
Harrison Ford,Crossing Over,39
Ashley Judd,Crossing Over,15
Ray Liotta,Crossing Over,19
Jim Sturgess,Crossing Over,14
Jamal Woolard,Notorious,1
Anthony Mackie,Notorious,18
Derek Luke,Notorious,8
Momo Dione,Notorious,1
Michael Jai White,Blood and Bone,6
Julian Sands,Blood and Bone,8
Eamonn Walker,Blood and Bone,2
Dante Basco,Blood and Bone,1
Jamie Foxx,The Soloist,25
Robert Downey Jr.,The Soloist,36
Catherine Keener,The Soloist,23
Tom Hollander,The Soloist,4
Gemma Arterton,The Disappearance of Alice Creed,10
Eddie Marsan,The Disappearance of Alice Creed,6
Martin Compston,The Disappearance of Alice Creed,3
Demetri Martin,Taking Woodstock,1
Henry Goodman,Taking Woodstock,2
Edward Hibbert,Taking Woodstock,1
Imelda Staunton,Taking Woodstock,5
Audrey Tautou,Coco Before Chanel,12
Alessandro Nivola,Coco Before Chanel,17
Marie Gillain,Coco Before Chanel,1
Iko Uwais,Merantau,7
Sisca Jessica,Merantau,1
Christine Hakim,Merantau,1
Mads Koudal,Merantau,1
Woody Harrelson,Defendor,42
Kat Dennings,Defendor,5
Sandra Oh,Defendor,5
Elias Koteas,Defendor,11
Rachel Weisz,The Lovely Bones,29
Mark Wahlberg,The Lovely Bones,45
Saoirse Ronan,The Lovely Bones,17
Susan Sarandon,The Lovely Bones,35
Alison Lohman,Drag Me to Hell,5
Justin Long,Drag Me to Hell,17
Ruth Livier,Drag Me to Hell,1
Lorna Raver,Drag Me to Hell,2
Eva Green,Cracks,13
Juno Temple,Cracks,10
Imogen Poots,Cracks,11
Nicolas Cage,The Bad Lieutenant: Port of Call - New Orleans,63
Eva Mendes,The Bad Lieutenant: Port of Call - New Orleans,13
Russell M. Haeuser,The Bad Lieutenant: Port of Call - New Orleans,1
Val Kilmer,The Bad Lieutenant: Port of Call - New Orleans,25
Xavier Samuel,The Loved Ones,7
Robin McLeavy,The Loved Ones,1
John Brumpton,The Loved Ones,1
Richard Wilson,The Loved Ones,3
John Requa,I Love You Phillip Morris,4
Jim Carrey,I Love You Phillip Morris,27
Ewan McGregor,I Love You Phillip Morris,45
Leslie Mann,I Love You Phillip Morris,13
Rodrigo Santoro,I Love You Phillip Morris,9
Paul Bettany,Creation,13
Jennifer Connelly,Creation,27
Ian Kelly,Creation,1
Guy Henry,Creation,1
Liam Neeson,Five Minutes of Heaven,48
James Nesbitt,Five Minutes of Heaven,3
Anamaria Marinca,Five Minutes of Heaven,2
Mark Ryder,Five Minutes of Heaven,1
Kevin Spacey,Shrink,32
Mark Webber,Shrink,5
Keke Palmer,Shrink,5
Joe Nunez,Shrink,1
Demet Evgar,Günesi Gördüm,3
Cemal Toktas,Günesi Gördüm,1
Salman Khan,Wanted,19
Ayesha Takia,Wanted,1
Prakash Raj,Wanted,15
Vinod Khanna,Wanted,1
Hugh Jackman,X-Men Origins: Wolverine,31
Liev Schreiber,X-Men Origins: Wolverine,17
Ryan Reynolds,X-Men Origins: Wolverine,41
Danny Huston,X-Men Origins: Wolverine,14
Vin Diesel,Fast & Furious,24
Paul Walker,Fast & Furious,20
Michelle Rodriguez,Fast & Furious,17
Jordana Brewster,Fast & Furious,10
Meryl Streep,It's Complicated,45
Steve Martin,It's Complicated,34
Alec Baldwin,It's Complicated,32
John Krasinski,It's Complicated,13
Willem Dafoe,Antichrist,40
Charlotte Gainsbourg,Antichrist,8
Christian Bale,Terminator Salvation,37
Sam Worthington,Terminator Salvation,17
Anton Yelchin,Terminator Salvation,14
Moon Bloodgood,Terminator Salvation,4
Garret Dillahunt,The Last House on the Left,7
Monica Potter,The Last House on the Left,4
Tony Goldwyn,The Last House on the Left,8
Michael Bowen,The Last House on the Left,3
Rhona Mitra,Underworld: Rise of the Lycans,5
Michael Sheen,Underworld: Rise of the Lycans,11
Bill Nighy,Underworld: Rise of the Lycans,21
Steven Mackintosh,Underworld: Rise of the Lycans,2
Dan Fogler,Fanboys,11
Jay Baruchel,Fanboys,11
Kristen Bell,Fanboys,15
Sam Huntington,Fanboys,3
Milla Jovovich,A Perfect Getaway,21
Steve Zahn,A Perfect Getaway,25
Timothy Olyphant,A Perfect Getaway,10
Kiele Sanchez,A Perfect Getaway,2
Clive Owen,The International,24
Naomi Watts,The International,33
Armin Mueller-Stahl,The International,5
Ulrich Thomsen,The International,8
Matt Damon,The Informant!,45
Tony Hale,The Informant!,2
Patton Oswalt,The Informant!,7
Lucas McHugh Carroll,The Informant!,1
Paco Plaza,[Rec]²,2
Jonathan D. Mellor,[Rec]²,1
Manuela Velasco,[Rec]²,3
Ariel Casas,[Rec]²,1
Michele Mulroney,Paper Man,1
Jeff Daniels,Paper Man,20
Emma Stone,Paper Man,20
Ryan Reynolds,Paper Man,41
Lisa Kudrow,Paper Man,13
Cyril Raffaelli,District 13: Ultimatum,2
David Belle,District 13: Ultimatum,3
Philippe Torreton,District 13: Ultimatum,1
Daniel Duval,District 13: Ultimatum,1
Emma Caulfield Ford,Timer,2
Scott Holroyd,Timer,1
Kali Rocha,Timer,2
Katie Von Till,Timer,1
Colin Farrell,Triage,39
Jamie Sives,Triage,1
Paz Vega,Triage,6
Kelly Reilly,Triage,12
Aydemir Akbas,Kolpaçino,1
Safak Sezer,Kolpaçino,2
Hakan Ural,Kolpaçino,1
Zac Efron,17 Again,20
Matthew Perry,17 Again,7
Leslie Mann,17 Again,13
Thomas Lennon,17 Again,3
Ginnifer Goodwin,He's Just Not That Into You,4
Jennifer Aniston,He's Just Not That Into You,32
Jennifer Connelly,He's Just Not That Into You,27
Morgan Lily,He's Just Not That Into You,1
Conrad Vernon,Monsters vs. Aliens,5
Reese Witherspoon,Monsters vs. Aliens,27
Rainn Wilson,Monsters vs. Aliens,12
Stephen Colbert,Monsters vs. Aliens,2
Seth Rogen,Monsters vs. Aliens,24
Peter Spierig,Daybreakers,5
Ethan Hawke,Daybreakers,38
Willem Dafoe,Daybreakers,40
Sam Neill,Daybreakers,23
Harriet Minto-Day,Daybreakers,1
Katherine Heigl,The Ugly Truth,16
Gerard Butler,The Ugly Truth,35
Bree Turner,The Ugly Truth,2
Eric Winter,The Ugly Truth,2
Denzel Washington,The Taking of Pelham 123,41
John Travolta,The Taking of Pelham 123,35
Victor Gojcaj,The Taking of Pelham 123,1
Michael Clarke Duncan,The Slammin' Salmon,7
Jay Chandrasekhar,The Slammin' Salmon,5
Kevin Heffernan,The Slammin' Salmon,5
Jeff Chase,The Slammin' Salmon,1
Demi Moore,The Joneses,23
David Duchovny,The Joneses,7
Amber Heard,The Joneses,12
Benjamin Hollingsworth,The Joneses,1
Michael Cera,Youth in Revolt,10
Portia Doubleday,Youth in Revolt,2
Jean Smart,Youth in Revolt,3
Zach Galifianakis,Youth in Revolt,16
Edward Norton,Leaves of Grass,25
Keri Russell,Leaves of Grass,11
Henry Max Nelson,Leaves of Grass,1
Lucy DeVito,Leaves of Grass,1
Martin Freeman,Nativity!,11
Marc Wootton,Nativity!,2
Jason Watkins,Nativity!,1
Ashley Jensen,Nativity!,3
Paul Giamatti,Cold Souls,25
Emily Watson,Cold Souls,18
Dina Korzun,Cold Souls,1
Armand Schultz,Cold Souls,1
Ranbir Kapoor,Ajab Prem Ki Ghazab Kahani,14
Katrina Kaif,Ajab Prem Ki Ghazab Kahani,18
Darshan Jariwala,Ajab Prem Ki Ghazab Kahani,1
Smita Jaykar,Ajab Prem Ki Ghazab Kahani,1
Adam Sandler,Funny People,40
Seth Rogen,Funny People,24
Leslie Mann,Funny People,13
Eric Bana,Funny People,17
Julianne Moore,Chloe,46
Amanda Seyfried,Chloe,21
Liam Neeson,Chloe,48
Max Thieriot,Chloe,5
Josh Stewart,The Collector,2
Andrea Roth,The Collector,1
William Prael,The Collector,1
Jocelin Donahue,The House of the Devil,1
Tom Noonan,The House of the Devil,2
Mary Woronov,The House of the Devil,3
Greta Gerwig,The House of the Devil,10
Thomas Guard,The Uninvited,1
Emily Browning,The Uninvited,6
Arielle Kebbel,The Uninvited,3
Elizabeth Banks,The Uninvited,21
David Strathairn,The Uninvited,11
Bruce Willis,Surrogates,55
Radha Mitchell,Surrogates,13
Ving Rhames,Surrogates,16
Rosamund Pike,Surrogates,20
Matthew Robinson,The Invention of Lying,1
Ricky Gervais,The Invention of Lying,7
Jennifer Garner,The Invention of Lying,24
Jonah Hill,The Invention of Lying,20
Louis C.K.,The Invention of Lying,4
Rain,Ninja Assassin,2
Rick Yune,Ninja Assassin,2
Naomie Harris,Ninja Assassin,11
Joon Lee,Ninja Assassin,1
Catherine Zeta-Jones,The Rebound,17
Justin Bartha,The Rebound,8
Andrew Cherry,The Rebound,1
Kelly Gould,The Rebound,1
Jeppe Beck Laursen,Dead Snow,1
Charlotte Frogner,Dead Snow,1
Jenny Skavlan,Dead Snow,1
